DATE,CPILFESL
1976-07-01,57.9000000000000000
1976-10-01,58.7000000000000000
1977-01-01,59.6666666666666667
1977-04-01,60.6333333333333333
1977-07-01,61.5000000000000000
1977-10-01,62.3333333333333333
1978-01-01,63.4333333333333333
1978-04-01,64.7333333333333333
1978-07-01,66.1333333333333333
1978-10-01,67.6000000000000000
1979-01-01,69.1666666666666667
1979-04-01,70.8000000000000000
1979-07-01,72.6333333333333333
1979-10-01,74.8333333333333333
1980-01-01,77.6000000000000000
1980-04-01,80.2000000000000000
1980-07-01,81.4000000000000000
1980-10-01,83.9333333333333333
1981-01-01,85.9000000000000000
1981-04-01,87.8000000000000000
1981-07-01,90.7666666666666667
1981-10-01,92.5333333333333333
1982-01-01,93.6666666666666667
1982-04-01,95.4000000000000000
1982-07-01,97.0000000000000000
1982-10-01,97.3333333333333333
1983-01-01,97.9333333333333333
1983-04-01,98.9000000000000000
1983-07-01,100.1333333333333333
1983-10-01,101.4333333333333333
1984-01-01,102.8333333333333333
1984-04-01,104.1000000000000000
1984-07-01,105.4000000000000000
1984-10-01,106.4666666666666667
1985-01-01,107.6333333333333333
1985-04-01,108.7666666666666667
1985-07-01,109.7333333333333333
1985-10-01,111.0000000000000000
1986-01-01,112.2000000000000000
1986-04-01,113.1333333333333333
1986-07-01,114.2000000000000000
1986-10-01,115.3000000000000000
1987-01-01,116.2333333333333333
1987-04-01,117.6333333333333333
1987-07-01,118.7333333333333333
1987-10-01,120.1000000000000000
1988-01-01,121.2666666666666667
1988-04-01,122.7333333333333333
1988-07-01,124.1000000000000000
1988-10-01,125.6000000000000000
1989-01-01,126.9333333333333333
1989-04-01,128.3000000000000000
1989-07-01,129.5333333333333333
1989-10-01,131.1000000000000000
1990-01-01,132.7666666666666667
1990-04-01,134.5000000000000000
1990-07-01,136.5000000000000000
1990-10-01,138.0666666666666667
1991-01-01,140.0666666666666667
1991-04-01,141.3333333333333333
1991-07-01,142.8666666666666667
1991-10-01,144.2000000000000000
1992-01-01,145.4666666666666667
1992-04-01,146.7333333333333333
1992-07-01,147.8666666666666667
1992-10-01,149.2000000000000000
1993-01-01,150.5000000000000000
1993-04-01,151.7666666666666667
1993-07-01,152.6666666666666667
1993-10-01,153.8666666666666667
1994-01-01,154.8666666666666667
1994-04-01,155.9333333333333333
1994-07-01,157.1000000000000000
1994-10-01,158.1000000000000000
1995-01-01,159.4333333333333333
1995-04-01,160.7333333333333333
1995-07-01,161.8000000000000000
1995-10-01,162.9333333333333333
1996-01-01,164.0333333333333333
1996-04-01,165.0000000000000000
1996-07-01,166.0666666666666667
1996-10-01,167.1333333333333333
1997-01-01,168.1000000000000000
1997-04-01,169.1666666666666667
1997-07-01,169.9000000000000000
1997-10-01,170.8666666666666667
1998-01-01,171.9000000000000000
1998-04-01,172.8666666666666667
1998-07-01,173.9000000000000000
1998-10-01,174.8666666666666667
1999-01-01,175.6333333333333333
1999-04-01,176.4666666666666667
1999-07-01,177.4000000000000000
1999-10-01,178.4000000000000000
2000-01-01,179.5666666666666667
2000-04-01,180.7000000000000000
2000-07-01,181.9000000000000000
2000-10-01,183.0000000000000000
2001-01-01,184.3333333333333333
2001-04-01,185.4666666666666667
2001-07-01,186.7333333333333333
2001-10-01,187.9666666666666667
2002-01-01,189.0000000000000000
2002-04-01,189.9666666666666667
2002-07-01,190.9666666666666667
2002-10-01,191.8333333333333333
2003-01-01,192.4666666666666667
2003-04-01,192.8000000000000000
2003-07-01,193.5666666666666667
2003-10-01,194.0666666666666667
2004-01-01,195.0000000000000000
2004-04-01,196.2333333333333333
2004-07-01,197.0666666666666667
2004-10-01,198.2666666666666667
2005-01-01,199.5000000000000000
2005-04-01,200.4333333333333333
2005-07-01,201.1000000000000000
2005-10-01,202.4333333333333333
2006-01-01,203.7000000000000000
2006-04-01,205.3666666666666667
2006-07-01,206.7666666666666667
2006-10-01,207.8333333333333333
2007-01-01,209.0510000000000000
2007-04-01,210.0656666666666667
2007-07-01,211.1486666666666667
2007-10-01,212.6350000000000000
2008-01-01,214.0433333333333333
2008-04-01,214.9733333333333333
2008-07-01,216.3570000000000000
2008-10-01,216.8866666666666667
2009-01-01,217.7970000000000000
2009-04-01,218.9073333333333333
2009-07-01,219.5596666666666667
2009-10-01,220.6826666666666667
2010-01-01,220.7156666666666667
2010-04-01,220.9926666666666667
2010-07-01,221.5276666666666667
2010-10-01,222.1073333333333333
2011-01-01,223.1566666666666667
2011-04-01,224.1996666666666667
2011-07-01,225.7326666666666667
2011-10-01,226.9366666666666667
2012-01-01,228.1296666666666667
2012-04-01,229.2506666666666667
2012-07-01,230.2873333333333333
2012-10-01,231.3596666666666667
2013-01-01,232.5306666666666667
2013-04-01,233.0593333333333333
2013-07-01,234.3053333333333333
2013-10-01,235.3463333333333333
2014-01-01,236.2570000000000000
2014-04-01,237.4793333333333333
2014-07-01,238.4620000000000000
2014-10-01,239.4110000000000000
2015-01-01,240.2460000000000000
2015-04-01,241.6993333333333333
2015-07-01,242.8993333333333333
2015-10-01,244.1853333333333333
2016-01-01,245.4593333333333333
2016-04-01,247.0760000000000000
2016-07-01,248.3646666666666667
2016-10-01,249.5143333333333333
2017-01-01,250.7336666666666667
2017-04-01,251.5206666666666667
2017-07-01,252.5610000000000000
2017-10-01,253.8623333333333333
2018-01-01,255.5320000000000000
2018-04-01,257.1156666666666667
2018-07-01,258.1813333333333333
2018-10-01,259.4256666666666667
2019-01-01,260.8266666666666667
2019-04-01,262.5170000000000000
2019-07-01,264.1233333333333333
2019-10-01,265.3680000000000000
2020-01-01,266.6673333333333333
2020-04-01,265.9183333333333333
2020-07-01,268.5103333333333333
2020-10-01,269.7030000000000000
2021-01-01,270.5126666666666667
